Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
coconut-activated-carbon-water-filter-cto-5-micron-10-x-45,"Coconut Activated Carbon Water Filter | CTO | 5 Micron | 10"" x 4.5""","<p>Enjoy cleaner, better-tasting water with this coconut carbon block filter, designed to effectively reduce chlorine, chemicals, and odours that degrade water quality. Perfect for both residential and commercial use, this cartridge fits standard 10&quot; x 4.5&quot; filter housings, ensuring easy installation and compatibility. Engineered for long-lasting performance, it delivers consistently fresh, crisp water by filtering out contaminants that affect taste and smell. Upgrade your filtration system with this reliable, eco-friendly carbon filter for healthier hydration.</p><p>Save more by buying in bulk! Our carbon filters are available at significant discounts when purchased in larger quantities.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-12117,0,shopify,10,deny,manual,29.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/01/coconut-activated-carbon-water-filter-cto-5-micron-10x4-5.png,1,"Coconut Activated Carbon Water Filter | CTO | 5 Micron | 10"" x 4.5""",FALSE,Coconut Activated Carbon Water Filter | Enviro Aqua,"Ensure clean, safe water with this standard sediment water filter cartridge, designed to provide top-quality filtration for homes and businesses.",active
polypropylene-sediment-water-filter-pp-5-micron-10-x-45,"Polypropylene Sediment Water Filter | PP | 5 Micron | 10"" x 4.5""","<p>Ensure clean, safe water with this standard sediment water filter cartridge, designed to provide top-quality filtration for homes and businesses. The polypropylene filter eliminates larger particles like rust and sand, protecting downstream appliances. These cartridges are compatible with standard 10&quot; x 4.5&quot; filter housings. Enjoy fresher-tasting, clearer water with this easy-to-install and long-lasting filter solution.</p><p>Save more by buying in bulk! Our sediment filters are available at significant discounts when purchased in larger quantities.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-12147,0,shopify,10,deny,manual,24.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/01/polypropylene-sediment-water-filter-pp-5-micron-10x4-5.png,1,"Polypropylene Sediment Water Filter | PP | 5 Micron | 10"" x 4.5""",FALSE,Polypropylene Sediment Water Filter | Enviro Aqua,"Ensure clean, safe water with this standard sediment water filter cartridge, designed to provide top-quality filtration for homes and businesses.",active
granular-activated-carbon-water-filter-gac-5-micron-20-x-45,"Granular Activated Carbon Water Filter | GAC | 5 Micron | 20"" x 4.5""","<p>Improve water quality with this 20&quot; granular activated carbon (GAC) filter, designed to reduce chlorine, odours, volatile organic compounds (VOCs), and unpleasant tastes. GAC filters use loose carbon granules, providing a larger surface area for effective adsorption of impurities. Ideal for residential and commercial filtration systems, this cartridge fits standard 20&quot; x 4.5&quot; housings and is easy to install. Enjoy crisper, fresher-tasting water while protecting appliances and plumbing from harmful contaminants. Replace regularly for optimal performance and long-lasting filtration. Perfect for point-of-use systems like under-sink and countertop units.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-12150,0,shopify,10,deny,manual,39.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/01/granular-activated-carbon-water-filter-gac-5-micron-20x4-5.png,1,"Granular Activated Carbon Water Filter | GAC | 5 Micron | 20"" x 4.5""",FALSE,Granular Activated Carbon Water Filter | Enviro Aqua,"Ensure clean, safe water with this standard sediment water filter cartridge, designed to provide top-quality filtration for homes and businesses.",active
inline-water-filter-alkaline-ph-neutralising-10-x-2,"Inline Water Filter | Alkaline | pH Neutralising | 10"" x 2""","<p>The Inline Alkaline Water Filter Cartridge is engineered to elevate the quality of your drinking water by increasing its pH level and enriching it with essential minerals. Measuring 10 inches in length and 2 inches in diameter, this cartridge is compatible with standard inline water filter housings and is particularly effective when used as a post-filter in reverse osmosis (RO) systems.</p><p>Key Features:</p><p>pH Enhancement: Utilises calcite media to neutralise acidic water, raising the pH to a neutral or slightly alkaline level, typically between 8.0 and 8.5.</p><p>Mineral Enrichment: Infuses water with beneficial minerals such as calcium and magnesium, which are essential for health and improve water taste.</p><p>Improved Taste and Quality: By balancing pH and adding minerals, the filter enhances the overall taste and quality of your drinking water.</p><p>Easy Installation: Designed for straightforward installation in standard 10&quot; x 2&quot; inline filter housings, making it a convenient addition to existing water filtration systems.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-12157,0,shopify,10,deny,manual,27.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/01/in-line-alkaline-water-filter-ph-neutralising-cartridge-10x2-inch.png,1,"Inline Water Filter | Alkaline | pH Neutralising | 10"" x 2""",FALSE,Inline Water Filter | Enviro Aqua,The Inline Alkaline Water Filter Cartridge is engineered to elevate the quality of your drinking water by increasing its pH level and enriching it with ess,active
inline-water-filter-fluoride-removal-10-x-2,"Inline Water Filter | Fluoride Removal | 10"" x 2""","<p>The Inline Fluoride Removal Water Filter with Activated Alumina Media is designed to provide superior fluoride reduction in your water supply. This high-performance filter is ideal for use in reverse osmosis systems, under-sink units, or inline setups for point-of-use applications. Featuring activated alumina media, this filter ensures effective removal of fluoride, arsenic, and other unwanted contaminants, delivering clean, safe, and great-tasting water.</p><p>Compact and versatile, this filter can be easily integrated into existing filtration systems or used as a standalone solution. Its high-quality construction guarantees durability and consistent performance, making it suitable for residential, commercial, or even industrial use.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-12161,0,shopify,10,deny,manual,24.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/01/inline-water-filter-fluoride-removal-10x2-1.png,1,"Inline Water Filter | Fluoride Removal | 10"" x 2""",FALSE,Inline Water Filter | Enviro Aqua,The Inline Fluoride Removal Water Filter with Activated Alumina Media is designed to provide superior fluoride reduction in your water supply.,active
twin-pair-of-water-filter-cartridges-premium-carbon-cto-sediment-pp-10-x-25-5-mi,Twin Pair of Water Filter Cartridges – Premium Carbon (CTO) + Sediment (PP) – 10″ x 2.5″ – 5 Micron,"<p>Twin Undersink Replacement Filters PP+CTO Standard Size 10&#x27;&#x27;x2.5&#x27;&#x27; Inc</p><p>When buying filters the 3 main aspect you need to block out are:</p><p>1. Sediment, Dirt, &amp; Rust</p><p>2. Chemicals, Chlorine, Organics , Taste, &amp; Odour</p><p>3. Giardia (Cysts)</p><p>Giardia needs to be filtered out through 5 micron filtration. In the past, the only method of doing this was to buy expensive 5 micron carbon filters. We are happy to say that we now offer a much cheaper alternative, which is the 5 micron Sediment Filter. The 0.5 micron sediment filter effectively reduces Giardia, thus allowing you to purchase any micron rating Carbon Filters, because regardless of the micron rating they will ALL extract the chemical elements.</p><p>Polypropylene Spun Sediment Filter - 5 Micron</p><p>These economical &quot;HPF&quot; PERFORMANCE sediment cartridges are constructed from polypropylene which is spun and melted simultaneously. This technique means there is no centre core to restrict filter performance. The &quot;HPF&quot; series of sediment filters are compatible with most liquids and are highly effective for sediment, rust, sand, silt, and algae removal. &quot;HPF&quot; performance sediment filters have no chemical residuals. They are extremely high performing , carry a heavy load of sediment before requiring replacement. We choose to use these sediment filters over all other types due to the high performance , high flow rate, high load capacity, and there inability to grow bacterial slime. Suitable for filtering cooking oil.</p><p>Pure 100% Coconut Carbon Block Water Filter - 5 Micron</p><p>The perfect carbon block filter is made from 100% Coconut Shell Carbon, which creates what many believe to be sweeter tasting water. The unique pore structure of this carbon is well suited for chemical adsorption, including VOC’s, while reducing chlorine and chemicals that contribute to taste and odour. This high quality 100% Coconut Carbon filter is the exact filter we use as our front line carbon filter. As a rule it is difficult to find 100% coconut carbon filters. Most lower priced filters on the market are a blend of coconut carbon and coal based carbon. The problem with coal based carbon is that it has a shorter life and often results in a less palatable flavour. We use this 100% coconut carbon filter in all of our pre-assembled kits. These are top of the range HIGH QUALITY coconut carbon block filters are ideal for taste and odour issues, and perfect for total extraction of town water chemicals. TOP OF THE RANGE 100% coconut carbon, this particular filter is currently supplied throughout the European market as a premium drinking water filter. As the Exclusive importer to Australia, we are in a prime position to offer you this high quality filter at rock bottom prices, direct from importer to the public.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-12179,0,shopify,10,deny,manual,49.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/01/twin-water-filter-cartridges-premium-carbon-sediment-10x2-5-5-micron-1.png,1,Twin Pair of Water Filter Cartridges – Premium Carbon (CTO) + Sediment (PP) – 10″ x 2.5″ – 5 Micron,FALSE,Twin Pair of Water Filter Cartridges | Enviro Aqua,The Inline Fluoride Removal Water Filter with Activated Alumina Media is designed to provide superior fluoride reduction in your water supply.,active
inline-water-filter-replacement-set-3-stages-sediment-carbon-ro-membrane-10,"Inline Water Filter Replacement Set | 3 Stages | Sediment, Carbon, RO Membrane | 10""","<p>Upgrade your water filtration system with this 3-Stage Inline Water Filter Replacement Set, designed to deliver clean, safe, and great-tasting water. This set includes three essential filter components: a sediment filter, a carbon filter, and a reverse osmosis (RO) membrane, all compatible with 10&quot; inline filtration systems. Together, these filters provide comprehensive water purification by removing particles, chlorine, odours, and contaminants for healthier water.</p>",Enviro Aqua,,Water Filter,,TRUE,Title,Default Title,,,,,EA-WF-12184,0,shopify,10,deny,manual,139.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/01/3-stage-inline-water-filter-replacement-set-sediment-carbon-ro-membrane-10.png,1,"Inline Water Filter Replacement Set | 3 Stages | Sediment, Carbon, RO Membrane | 10""",FALSE,Inline Water Filter Replacement Set | Enviro Aqua,"Twin Undersink Replacement Filters PP+CTO Standard Size 10''x2.5'' Inc
When buying filters the 3 main aspect you need to block out are:

1.",active
16cm-bathroom-mixer-tap-in-polished-chrome,16cm Bathroom Mixer Tap in Polished Chrome,"<p>Upgrade your bathroom or kitchen with the 19cm Bathroom Mixer Tap in Polished Chrome, a stylish and functional addition to any sink. Designed with a sleek, contemporary aesthetic, this tap combines durability, ease of use, and timeless elegance, making it perfect for modern homes.</p><p>Constructed from high-quality solid brass with a polished chrome finish, this tap is built to withstand daily use while maintaining its pristine look. The smooth swivel spout offers enhanced flexibility, making it convenient for various sink activities in the bathroom, kitchen, or laundry.</p><p>Key Features:</p><p>✔ Modern &amp; Stylish Design – A sleek 19cm high tap with a polished chrome finish.</p><p>✔ Durable Construction – Made from solid brass for long-lasting performance.</p><p>✔ Swivel Spout – Provides added flexibility for everyday convenience.</p><p>✔ Easy Installation – Compatible with standard sinks (35mm - 45mm tap hole).</p><p>✔ Versatile Use – Ideal for bathroom basins, vanities, laundry sinks, and kitchen sinks.</p><p>This product is WELS-rated (4-star) and WaterMark-certified, meeting Australian standards for water efficiency (AS/NZS 6400:2016) and plumbing compliance (AS/NZS 3718).</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12224,0,shopify,10,deny,manual,139.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/19cm-bathroom-mixer-tap-in-polished-chrome-1.png,1,16cm Bathroom Mixer Tap in Polished Chrome,FALSE,16cm Bathroom Mixer Tap in Polished Chrome | Enviro Aqua,"Upgrade your water filtration system with this 3-Stage Inline Water Filter Replacement Set, designed to deliver clean, safe, and great-tasting water.",active
12cm-bathroom-mixer-tap-in-polished-chrome,12cm Bathroom Mixer Tap in Polished Chrome,"<p>Enhance your bathroom with the Modern Bathroom Basin Mixer Tap, designed for style, functionality, and durability. With its sleek, contemporary design and high-quality construction, this tap is a perfect addition to any modern bathroom, complementing a wide range of vanity and basin styles.</p><p>Crafted from solid brass with a premium chrome finish, this mixer tap offers long-lasting performance while maintaining its polished look over time. The single-lever handle allows for smooth and precise control over water temperature and flow, providing effortless usability for everyday use.</p><p>Key Features:</p><p>✔ Modern &amp; Elegant Design – A contemporary look that enhances any bathroom space</p><p>✔ Premium Construction – Made from solid brass with a polished chrome finish for durability</p><p>✔ Single-Lever Control – Easily adjust water temperature and flow with a smooth handle operation</p><p>✔ Easy Installation – Fits standard tap hole sizes for a hassle-free setup</p><p>✔ Versatile Compatibility – Ideal for bathroom basins, vanities, and washroom sinks</p><p>This product is WELS-rated (4-star) and WaterMark-certified, meeting Australian standards for water efficiency (AS/NZS 6400:2016) and plumbing compliance (AS/NZS 3718).</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12229,0,shopify,10,deny,manual,59.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/12cm-bathroom-mixer-tap-in-polished-chrome-1.png,1,12cm Bathroom Mixer Tap in Polished Chrome,FALSE,12cm Bathroom Mixer Tap in Polished Chrome | Enviro Aqua,"Upgrade your bathroom or kitchen with the 19cm Bathroom Mixer Tap in Polished Chrome, a stylish and functional addition to any sink.",active
12cm-bathroom-mixer-tap-in-polished-chrome-extended-sprout,12cm Bathroom Mixer Tap in Polished Chrome - Extended Sprout,"<p>Upgrade your kitchen or laundry with the Modern Kitchen &amp; Laundry Mixer Tap, designed for style, functionality, and extended reach. Featuring a longer spout, this tap provides enhanced flexibility, making it perfect for larger sinks and multifunctional use. Its sleek, minimalist design complements any modern space while offering smooth and precise water control for everyday tasks.</p><p>Constructed from solid brass with a polished chrome finish, this mixer tap ensures long-lasting durability while maintaining a sophisticated, modern aesthetic. The single-lever handle allows for effortless adjustment of water temperature and flow, providing seamless usability whether you&#x27;re washing dishes, filling pots, or handling laundry tasks.</p><p>Key Features:</p><p>✔ Extended Spout Design – Longer reach for larger basins and greater flexibility</p><p>✔ Modern &amp; Stylish Look – Sleek polished chrome finish complements any kitchen or laundry space</p><p>✔ High-Quality Construction – Made from solid brass for durability and reliability</p><p>✔ Single-Lever Control – Easily adjust water temperature and flow with a smooth handle operation</p><p>✔ Easy Installation – Designed to fit standard tap hole sizes for quick and hassle-free setup</p><p>✔ Versatile Use – Ideal for kitchen sinks, laundry tubs, and washroom basins</p><p>This product is WELS-rated (4-star) and WaterMark-certified, meeting Australian standards for water efficiency (AS/NZS 6400:2016) and plumbing compliance (AS/NZS 3718).</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12233,0,shopify,10,deny,manual,64.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/12cm-bathroom-mixer-tap-in-polished-chrome-long-sprout.png,1,12cm Bathroom Mixer Tap in Polished Chrome - Extended Sprout,FALSE,12cm Bathroom Mixer Tap in Polished Chrome | Enviro Aqua,"Enhance your bathroom with the Modern Bathroom Basin Mixer Tap, designed for style, functionality, and durability.",active
gooseneck-kitchen-mixer-tap-in-polished-chrome,Gooseneck Kitchen Mixer Tap in Polished Chrome,"<p>Elevate your kitchen experience with this premium mixer tap, boasting a 360° swivel spout that provides unparalleled flexibility and convenience during meal preparations and clean-ups. The single-lever handle ensures precise control over water temperature and flow, making daily tasks effortless. Its deck-mounted installation offers a seamless and clean look, complementing any modern kitchen decor.</p><p>Key Features:</p><p>360° Swivel Spout: Allows for easy maneuverability, ideal for dual sinks and multitasking.</p><p>Solid Brass Construction: Ensures long-lasting durability and resistance to corrosion.</p><p>Polished Chrome Finish: Provides a sleek, mirror-like appearance that enhances kitchen aesthetics.</p><p>Single-Lever Handle: Offers smooth and precise water flow and temperature control.</p><p>Deck Mounted Installation: Fits standard tap holes (32-46mm), ensuring compatibility with most kitchen sinks.</p><p>This product is WELS-rated (4-star) and WaterMark-certified, meeting Australian standards for water efficiency (AS/NZS 6400:2016) and plumbing compliance (AS/NZS 3718).</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12257,0,shopify,10,deny,manual,59.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/Gooseneck_Kitchen_Mixer_Tap_In_Polished_Chrome-1.png,1,Gooseneck Kitchen Mixer Tap in Polished Chrome,FALSE,Gooseneck Kitchen Mixer Tap in Polished Chrome | Enviro Aqua,"Upgrade your kitchen or laundry with the Modern Kitchen & Laundry Mixer Tap, designed for style, functionality, and extended reach.",active
tall-spring-loaded-kitchen-mixer-with-pull-out-spray-in-polished-chrome,Tall Spring Loaded Kitchen Mixer with Pull-Out Spray in Polished Chrome,"<p>Designed for both home and commercial kitchens, the Tall Spring-Loaded Kitchen Mixer Tap with Pull-Out Spray stands at an impressive 66cm, offering exceptional reach, flexibility, and functionality. Whether you&#x27;re filling large pots, rinsing produce, or handling heavy kitchen use, this high-performance mixer tap delivers the ultimate convenience.</p><p>The industrial-style spring design ensures smooth and effortless maneuverability, while the pull-out spray head provides enhanced control for precise cleaning and rinsing. Crafted from solid brass with a polished chrome finish, this tap is built for long-lasting durability and professional-grade performance. Its 360° swivel function allows for easy multitasking, making it ideal for larger sinks, busy kitchens, and commercial applications.</p><p>Key Features:</p><p>✔ Extra Tall Design (66cm) – Perfect for large sinks, professional kitchens, and high-use environments</p><p>✔ Commercial-Grade Performance – Ideal for home chefs and businesses requiring a reliable, high-functioning tap</p><p>✔ Pull-Out Spray Head – Provides extended reach and easy rinsing for effortless cleaning</p><p>✔ Spring-Loaded Flexibility – Ensures smooth movement and greater control while washing or filling containers</p><p>✔ 360° Swivel Spout – Allows for easy multitasking and enhanced sink coverage</p><p>✔ Solid Brass Construction – High-quality build for durability and long-term use</p><p>✔ Sleek Polished Chrome Finish – Modern and stylish look that complements any kitchen design</p><p>✔ Easy Installation – Designed for standard tap hole fittings for a seamless setup</p><p>This product is WELS-rated (5-star) and WaterMark-certified, meeting Australian standards for water efficiency (AS/NZS 6400:2016) and plumbing compliance (AS/NZS 3718).</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12261,0,shopify,10,deny,manual,169.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/Tall_Spring_Loadeed_Kitchen_Mixer_Pull_Out_Spray_Polished_Chrome-1.png,1,Tall Spring Loaded Kitchen Mixer with Pull-Out Spray in Polished Chrome,FALSE,Tall Spring Loaded Kitchen Mixer with | Enviro Aqua,"Designed for both home and commercial kitchens, the Tall Spring-Loaded Kitchen Mixer Tap with Pull-Out Spray stands at an impressive 66cm, offering excepti",active
tall-29cm-round-basin-mixer-tap-in-matte-black-or-polished-chrome,Tall 29cm Round Basin Mixer Tap in Matte Black or Polished Chrome,"<p>Upgrade your bathroom with the Tall 29cm Round Basin Mixer Tap, available in two stylish finishes - Matte Black and Polished Chrome. Designed for above-counter and vessel basins, this sleek and modern mixer tap adds a sophisticated touch to any bathroom while offering smooth and precise water control.</p><p>Constructed from high-quality solid brass and stainless steel, this tap ensures long-lasting durability and resistance to wear. The single-lever handle provides effortless control over water temperature and flow, making daily use simple and convenient.</p><p>Key Features:</p><p>✔ Tall 29cm Design – Perfect for countertop basins and modern vanity setups</p><p>✔ Two Elegant Finishes – Choose between Polished Chrome for a sleek shine or Matte Black for a bold, contemporary look</p><p>✔ Durable Construction – Made from solid brass and stainless steel for long-term performance</p><p>✔ Single-Lever Control – Easily adjust water temperature and flow with precision</p><p>✔ Easy Installation – Designed to fit standard sinks with a single tap hole</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12265,0,shopify,10,deny,manual,0.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/Tall_29cm_Round_Basin_Mixer_Tap_in_Matte_Black.png,1,Tall 29cm Round Basin Mixer Tap in Matte Black or Polished Chrome,FALSE,Tall 29cm Round Basin Mixer Tap in Matte | Enviro Aqua,"Upgrade your bathroom with the Tall 29cm Round Basin Mixer Tap, available in two stylish finishes - Matte Black and Polished Chrome.",active
in-wall-dual-flush-toilet-button-faceplate-circular-design-in-black-chrome-gold-,"In-Wall Dual Flush Toilet Button Faceplate – Circular Design in Black, Chrome, Gold & Nickel","<p>Enhance your bathroom with the In-Wall Dual Flush Toilet Push Button, designed for modern concealed cisterns and featuring a sleek, circular dual-button design. With one large button for a full flush and one smaller button for a half flush, this system provides effortless water-saving functionality while maintaining a minimalist and stylish appearance.</p><p>Crafted from high-quality materials, this flush plate is durable, corrosion-resistant, and easy to operate. Available in four premium finishes – Matte Black, Polished Chrome, Brushed Gold, and Brushed Nickel – it blends seamlessly into any contemporary bathroom setting.</p><p>Key Features:</p><p>✔ Circular Dual-Button Design – One large button for full flush, one smaller button for half flush, providing a sleek and intuitive interface</p><p>✔ Water-Efficient Dual Flush System – Helps reduce water consumption without compromising performance</p><p>✔ Premium Finishes – Available in Matte Black, Polished Chrome, Brushed Gold, and Brushed Nickel</p><p>✔ Smooth &amp; Effortless Operation – Easy-press buttons for comfortable use</p><p>✔ Minimalist &amp; Modern Look – Designed to complement concealed cisterns for a clean and seamless aesthetic</p><p>✔ Durable &amp; Corrosion-Resistant – Made from high-quality ABS materials for long-lasting performance</p><p>✔ Universal Compatibility – Fits a range of concealed in-wall cisterns</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12275,0,shopify,10,deny,manual,0.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/In-Wall_Dual_Flush_Toilet_Button_Faceplate_Circular_Design_Polished_Chrome.png,1,"In-Wall Dual Flush Toilet Button Faceplate – Circular Design in Black, Chrome, Gold & Nickel",FALSE,In-Wall Dual Flush Toilet Button | WaterMark | Enviro Aqua,"Upgrade your bathroom with the Tall 29cm Round Basin Mixer Tap, available in two stylish finishes - Matte Black and Polished Chrome.",active
in-wall-dual-flush-toilet-button-faceplate-rectangular-design-in-black-chrome-go,"In-Wall Dual Flush Toilet Button Faceplate – Rectangular Design in Black, Chrome, Gold & Nickel","<p>Enhance your bathroom with the In-Wall Dual Flush Toilet Push Button, designed for modern concealed cisterns and featuring a sleek, rectangular dual-button design. With one large button for a full flush and one smaller button for a half flush, this system provides effortless water-saving functionality while maintaining a minimalist and stylish appearance.</p><p>Crafted from high-quality materials, this flush plate is durable, corrosion-resistant, and easy to operate. Available in four premium finishes – Matte Black, Polished Chrome, Brushed Gold, and Brushed Nickel – it blends seamlessly into any contemporary bathroom setting.</p><p>Key Features:</p><p>✔ Rectangular Dual-Button Design – One large button for full flush, one smaller button for half flush, providing a sleek and intuitive interface</p><p>✔ Water-Efficient Dual Flush System – Helps reduce water consumption without compromising performance</p><p>✔ Premium Finishes – Available in Matte Black, Polished Chrome, Brushed Gold, and Brushed Nickel</p><p>✔ Smooth &amp; Effortless Operation – Easy-press buttons for comfortable use</p><p>✔ Minimalist &amp; Modern Look – Designed to complement concealed cisterns for a clean and seamless aesthetic</p><p>✔ Durable &amp; Corrosion-Resistant – Made from high-quality ABS materials for long-lasting performance</p><p>✔ Universal Compatibility – Fits a range of concealed in-wall cisterns</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12285,0,shopify,10,deny,manual,0.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/In-Wall_Dual_Flush_Toilet_Button_Faceplate_Polished_Chrome-1.png,1,"In-Wall Dual Flush Toilet Button Faceplate – Rectangular Design in Black, Chrome, Gold & Nickel",FALSE,In-Wall Dual Flush Toilet Button | WaterMark | Enviro Aqua,"Enhance your bathroom with the In-Wall Dual Flush Toilet Push Button, designed for modern concealed cisterns and featuring a sleek, rectangular dual-button",active
wall-mounted-round-towel-ring-in-polished-chrome,Wall-Mounted Round Towel Ring in Polished Chrome,"<p>Add a touch of modern elegance to your bathroom with the Wall-Mounted Round Towel Ring in Polished Chrome. Designed for both functionality and style, this towel ring provides a convenient and accessible place to hang hand towels while complementing a contemporary bathroom aesthetic.</p><p>With a durable polished chrome finish, this towel ring is easy to clean, resistant to wear, and built to last. Its wall-mounted design helps to save space, making it ideal for small and large bathrooms alike. The smooth, rounded edges ensure towels hang neatly without snagging, while the sturdy mounting bracket provides secure installation.</p><p>Key Features:</p><p>✔ Sleek Circular Design – A minimalist look that blends seamlessly with modern and classic bathroom styles</p><p>✔ Polished Chrome Finish – Enhances aesthetics while ensuring easy cleaning and maintenance</p><p>✔ Wall-Mounted for Space Efficiency – Keeps towels within reach while maintaining a clutter-free bathroom</p><p>✔ Versatile Use – Ideal for hand towels, washcloths, and small bathroom accessories</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12297,0,shopify,10,deny,manual,39.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/Wall-Mounted_Round_Towel_Ring_Polished_Chrome.png,1,Wall-Mounted Round Towel Ring in Polished Chrome,FALSE,Wall-Mounted Round Towel Ring in Polished | Enviro Aqua,Add a touch of modern elegance to your bathroom with the Wall-Mounted Round Towel Ring in Polished Chrome.,active
wall-mounted-toilet-paper-holder-with-cover-in-polished-chrome,Wall-Mounted Toilet Paper Holder with Cover in Polished Chrome,"<p>Upgrade your bathroom with the Wall-Mounted Toilet Paper Holder with Cover in Polished Chrome, designed for both style and practicality. This sleek and minimalist toilet roll holder features a protective cover that helps keep your toilet paper clean while maintaining a modern, streamlined appearance.</p><p>With a polished chrome finish, this holder blends seamlessly into contemporary, minimalist, or classic bathroom styles. Its wall-mounted design saves space and ensures easy access to your toilet paper, while the smooth, rounded edges provide a refined touch.</p><p>Key Features:</p><p>✔ Integrated Cover Design – Protects toilet paper while adding a sleek, modern touch</p><p>✔ Polished Chrome Finish – Enhances durability and provides a stylish, reflective surface</p><p>✔ Wall-Mounted for Space Efficiency – Keeps toilet paper easily accessible while maintaining a clutter-free bathroom</p><p>✔ Smooth &amp; Functional – Easy roll replacement with an open-sided design for convenience</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-12300,0,shopify,10,deny,manual,44.95,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2025/02/Wall-Mounted_Toilet_Paper_Holder_With_Cover_Polished_Chrome.png,1,Wall-Mounted Toilet Paper Holder with Cover in Polished Chrome,FALSE,Wall-Mounted Toilet Paper Holder | WaterMark | Enviro Aqua,Add a touch of modern elegance to your bathroom with the Wall-Mounted Round Towel Ring in Polished Chrome.,active
